Id,SalePrice
1461,11.747807184281044
1462,12.033156744524604
1463,12.120865538214332
1464,12.20541436027301
1465,12.205953050843561
1466,12.05979467976563
1467,12.10484614045663
1468,12.012475335316168
1469,12.170842152223898
1470,11.678150296562535
1471,12.172495678226838
1472,11.554587533892885
1473,11.51953254731059
1474,11.892442331308132
1475,11.664200261691505
1476,12.774481768438108
1477,12.4318859176352
1478,12.528054208894375
1479,12.521290059326248
1480,13.195552987080745
1481,12.735357218119276
1482,12.274755693273846
1483,12.132169385223918
1484,12.061476553773588
1485,12.162768180393073
1486,12.191745132745382
1487,12.744328064063723
1488,12.376167554542477
1489,12.184694285388787
1490,12.396183795373837
1491,12.219462343295831
1492,11.50221703750313
1493,12.096933038070802
1494,12.572874660330399
1495,12.560631723918732
1496,12.364073297982642
1497,12.12266595306859
1498,12.087594261726935
1499,12.002860559478648
1500,12.004563550640853
1501,12.146401023441626
1502,11.958948544139005
1503,12.493099142561391
1504,12.412596601364186
1505,12.33266163031685
1506,12.180381941577139
1507,12.47948858987067
1508,12.270067300499022
1509,11.951567427229861
1510,11.894869554847162
1511,11.952317888262698
1512,12.0814695516558
1513,11.894969148816699
1514,12.035014538310605
1515,12.200114149856361
1516,11.98168253611172
1517,12.092227022159932
1518,11.829104929339252
1519,12.300716371079488
1520,11.769421594932226
1521,11.796357109023617
1522,12.081548229153604
1523,11.621561855677612
1524,11.717715045071017
1525,11.706517400327584
1526,11.656407655965111
1527,11.602336308318286
1528,11.835842693460904
1529,11.92274742601137
1530,12.222710163078773
1531,11.651514226974527
1532,11.496830095256158
1533,11.9671502326687
1534,11.715991346573887
1535,11.885779155071859
1536,11.599793122415463
1537,11.085172115202525
1538,11.979637235862924
1539,12.200537624923513
1540,11.474199728664573
1541,11.863485370708702
1542,11.837191244927496
1543,12.161655201388903
1544,11.45007561476256
1545,11.73320393644073
1546,11.823998801826221
1547,11.841330406758402
1548,11.802749771872385
1549,11.752643682919114
1550,11.858334480136406
1551,11.561740161931084
1552,11.873202363060443
1553,11.945984679144246
1554,11.718704628519845
1555,12.05802389637077
1556,11.416209465065606
1557,11.562487231149134
1558,11.556145656248532
1559,11.267284027690437
1560,11.806824153897466
1561,11.768655815265674
1562,11.822757808555025
1563,11.705594963009688
